Wall time,Step,Value
1738174184.159401,0,1.23114812374115
1738174188.1136875,1,1.0097962617874146
1738174191.8903003,2,0.996632993221283
1738174195.7725112,3,0.9932973384857178
1738174199.592769,4,0.9926126003265381
1738174203.3568127,5,0.9922593235969543
1738174207.3048077,6,0.992271900177002
1738174211.1879933,7,0.9922801852226257
1738174215.0260706,8,0.9921760559082031
1738174218.8984675,9,0.991969883441925
1738174222.6888227,10,0.9923378229141235
1738174226.394571,11,0.9919030666351318
1738174230.3460014,12,0.9920551776885986
1738174234.201458,13,0.9917348027229309
1738174238.049388,14,0.9916543364524841
1738174241.8345175,15,0.9920148849487305
1738174245.7142987,16,0.9916799068450928
1738174249.5198057,17,0.9917947053909302
1738174253.380881,18,0.9919567108154297
1738174257.208765,19,0.9917516112327576
1738174260.9879954,20,0.9919289350509644
1738174264.911764,21,0.9916110634803772
1738174268.770567,22,0.9919762015342712
1738174272.5970886,23,0.9918299317359924
1738174276.4327826,24,0.9916473031044006
1738174280.3519943,25,0.9919499158859253
1738174284.2419488,26,0.9922300577163696
1738174288.065114,27,0.9919145703315735
1738174292.0162284,28,0.9915065765380859
1738174295.962759,29,0.9919570684432983
